Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code,Item,Year Code,Year,Source Code,Source,Unit,Value,Flag,Flag Description,Note
"GT","Emissions Totals","231","United States of America","7230","Emissions (N2O)","5059","Manure Management","2012","2012","3050","FAO TIER 1","kilotonnes","46.5048","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7225","Emissions (CH4)","5059","Manure Management","2013","2013","3050","FAO TIER 1","kilotonnes","1348.6339","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7230","Emissions (N2O)","5059","Manure Management","2013","2013","3050","FAO TIER 1","kilotonnes","45.9414","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7225","Emissions (CH4)","5059","Manure Management","2014","2014","3050","FAO TIER 1","kilotonnes","1382.9875","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7230","Emissions (N2O)","5059","Manure Management","2014","2014","3050","FAO TIER 1","kilotonnes","45.8161","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7225","Emissions (CH4)","5059","Manure Management","2015","2015","3050","FAO TIER 1","kilotonnes","1396.9186","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7230","Emissions (N2O)","5059","Manure Management","2015","2015","3050","FAO TIER 1","kilotonnes","46.0741","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7225","Emissions (CH4)","5059","Manure Management","2016","2016","3050","FAO TIER 1","kilotonnes","1428.7974","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7230","Emissions (N2O)","5059","Manure Management","2016","2016","3050","FAO TIER 1","kilotonnes","47.1784","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7225","Emissions (CH4)","5059","Manure Management","2017","2017","3050","FAO TIER 1","kilotonnes","1454.6768","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7230","Emissions (N2O)","5059","Manure Management","2017","2017","3050","FAO TIER 1","kilotonnes","47.895","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7225","Emissions (CH4)","5059","Manure Management","2018","2018","3050","FAO TIER 1","kilotonnes","1480.3163","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7230","Emissions (N2O)","5059","Manure Management","2018","2018","3050","FAO TIER 1","kilotonnes","48.1953","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7225","Emissions (CH4)","5059","Manure Management","2019","2019","3050","FAO TIER 1","kilotonnes","1516.1355","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7230","Emissions (N2O)","5059","Manure Management","2019","2019","3050","FAO TIER 1","kilotonnes","48.4656","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7225","Emissions (CH4)","5060","Rice Cultivation","1961","1961","3050","FAO TIER 1","kilotonnes","225.05","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7225","Emissions (CH4)","5060","Rice Cultivation","1962","1962","3050","FAO TIER 1","kilotonnes","250.95","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7225","Emissions (CH4)","5060","Rice Cultivation","1963","1963","3050","FAO TIER 1","kilotonnes","250.95","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7225","Emissions (CH4)","5060","Rice Cultivation","1964","1964","3050","FAO TIER 1","kilotonnes","253.05","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7225","Emissions (CH4)","5060","Rice Cultivation","1965","1965","3050","FAO TIER 1","kilotonnes","253.9145","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7225","Emissions (CH4)","5060","Rice Cultivation","1966","1966","3050","FAO TIER 1","kilotonnes","278.6301","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7225","Emissions (CH4)","5060","Rice Cultivation","1967","1967","3050","FAO TIER 1","kilotonnes","279.041","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7225","Emissions (CH4)","5060","Rice Cultivation","1968","1968","3050","FAO TIER 1","kilotonnes","333.3309","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7225","Emissions (CH4)","5060","Rice Cultivation","1969","1969","3050","FAO TIER 1","kilotonnes","301.4624","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7225","Emissions (CH4)","5060","Rice Cultivation","1970","1970","3050","FAO TIER 1","kilotonnes","257.0306","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7225","Emissions (CH4)","5060","Rice Cultivation","1971","1971","3050","FAO TIER 1","kilotonnes","257.4838","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7225","Emissions (CH4)","5060","Rice Cultivation","1972","1972","3050","FAO TIER 1","kilotonnes","257.4838","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7225","Emissions (CH4)","5060","Rice Cultivation","1973","1973","3050","FAO TIER 1","kilotonnes","307.3829","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7225","Emissions (CH4)","5060","Rice Cultivation","1974","1974","3050","FAO TIER 1","kilotonnes","358.4857","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7225","Emissions (CH4)","5060","Rice Cultivation","1975","1975","3050","FAO TIER 1","kilotonnes","399.1358","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7225","Emissions (CH4)","5060","Rice Cultivation","1976","1976","3050","FAO TIER 1","kilotonnes","351.2621","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7225","Emissions (CH4)","5060","Rice Cultivation","1977","1977","3050","FAO TIER 1","kilotonnes","318.5525","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7225","Emissions (CH4)","5060","Rice Cultivation","1978","1978","3050","FAO TIER 1","kilotonnes","420.6755","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7225","Emissions (CH4)","5060","Rice Cultivation","1979","1979","3050","FAO TIER 1","kilotonnes","406.371","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7225","Emissions (CH4)","5060","Rice Cultivation","1980","1980","3050","FAO TIER 1","kilotonnes","469.105","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7225","Emissions (CH4)","5060","Rice Cultivation","1981","1981","3050","FAO TIER 1","kilotonnes","537.103","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7225","Emissions (CH4)","5060","Rice Cultivation","1982","1982","3050","FAO TIER 1","kilotonnes","462.035","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7225","Emissions (CH4)","5060","Rice Cultivation","1983","1983","3050","FAO TIER 1","kilotonnes","307.2125","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7225","Emissions (CH4)","5060","Rice Cultivation","1984","1984","3050","FAO TIER 1","kilotonnes","396.9","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7225","Emissions (CH4)","5060","Rice Cultivation","1985","1985","3050","FAO TIER 1","kilotonnes","352.975","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7225","Emissions (CH4)","5060","Rice Cultivation","1986","1986","3050","FAO TIER 1","kilotonnes","334.25","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7225","Emissions (CH4)","5060","Rice Cultivation","1987","1987","3050","FAO TIER 1","kilotonnes","330.435","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7225","Emissions (CH4)","5060","Rice Cultivation","1988","1988","3050","FAO TIER 1","kilotonnes","410.76","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7225","Emissions (CH4)","5060","Rice Cultivation","1989","1989","3050","FAO TIER 1","kilotonnes","380.45","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7225","Emissions (CH4)","5060","Rice Cultivation","1990","1990","3050","FAO TIER 1","kilotonnes","399.84","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7225","Emissions (CH4)","5060","Rice Cultivation","1991","1991","3050","FAO TIER 1","kilotonnes","393.904","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7225","Emissions (CH4)","5060","Rice Cultivation","1992","1992","3050","FAO TIER 1","kilotonnes","443.6215","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7225","Emissions (CH4)","5060","Rice Cultivation","1993","1993","3050","FAO TIER 1","kilotonnes","401.2715","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7225","Emissions (CH4)","5060","Rice Cultivation","1994","1994","3050","FAO TIER 1","kilotonnes","469.6825","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7225","Emissions (CH4)","5060","Rice Cultivation","1995","1995","3050","FAO TIER 1","kilotonnes","438.0985","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7225","Emissions (CH4)","5060","Rice Cultivation","1996","1996","3050","FAO TIER 1","kilotonnes","397.1625","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7225","Emissions (CH4)","5060","Rice Cultivation","1997","1997","3050","FAO TIER 1","kilotonnes","439.5125","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7225","Emissions (CH4)","5060","Rice Cultivation","1998","1998","3050","FAO TIER 1","kilotonnes","461.328","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7225","Emissions (CH4)","5060","Rice Cultivation","1999","1999","3050","FAO TIER 1","kilotonnes","497.4445","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7225","Emissions (CH4)","5060","Rice Cultivation","2000","2000","3050","FAO TIER 1","kilotonnes","430.4475","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7225","Emissions (CH4)","5060","Rice Cultivation","2001","2001","3050","FAO TIER 1","kilotonnes","469.399","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7225","Emissions (CH4)","5060","Rice Cultivation","2002","2002","3050","FAO TIER 1","kilotonnes","454.244","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7225","Emissions (CH4)","5060","Rice Cultivation","2003","2003","3050","FAO TIER 1","kilotonnes","424.501","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7225","Emissions (CH4)","5060","Rice Cultivation","2004","2004","3050","FAO TIER 1","kilotonnes","470.9565","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7225","Emissions (CH4)","5060","Rice Cultivation","2005","2005","3050","FAO TIER 1","kilotonnes","476.483","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7225","Emissions (CH4)","5060","Rice Cultivation","2006","2006","3050","FAO TIER 1","kilotonnes","399.5705","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7225","Emissions (CH4)","5060","Rice Cultivation","2007","2007","3050","FAO TIER 1","kilotonnes","389.2315","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7225","Emissions (CH4)","5060","Rice Cultivation","2008","2008","3050","FAO TIER 1","kilotonnes","421.526","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7225","Emissions (CH4)","5060","Rice Cultivation","2009","2009","3050","FAO TIER 1","kilotonnes","439.5125","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7225","Emissions (CH4)","5060","Rice Cultivation","2010","2010","3050","FAO TIER 1","kilotonnes","512.0325","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7225","Emissions (CH4)","5060","Rice Cultivation","2011","2011","3050","FAO TIER 1","kilotonnes","370.6745","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7225","Emissions (CH4)","5060","Rice Cultivation","2012","2012","3050","FAO TIER 1","kilotonnes","379.456","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7225","Emissions (CH4)","5060","Rice Cultivation","2013","2013","3050","FAO TIER 1","kilotonnes","349.713","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7225","Emissions (CH4)","5060","Rice Cultivation","2014","2014","3050","FAO TIER 1","kilotonnes","415.436","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7225","Emissions (CH4)","5060","Rice Cultivation","2015","2015","3050","FAO TIER 1","kilotonnes","364.728","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7225","Emissions (CH4)","5060","Rice Cultivation","2016","2016","3050","FAO TIER 1","kilotonnes","438.662","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7225","Emissions (CH4)","5060","Rice Cultivation","2017","2017","3050","FAO TIER 1","kilotonnes","336.2555","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7225","Emissions (CH4)","5060","Rice Cultivation","2018","2018","3050","FAO TIER 1","kilotonnes","412.1775","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7225","Emissions (CH4)","5060","Rice Cultivation","2019","2019","3050","FAO TIER 1","kilotonnes","350.1365","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7230","Emissions (N2O)","5061","Synthetic Fertilizers","1961","1961","3050","FAO TIER 1","kilotonnes","61.5418","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7230","Emissions (N2O)","5061","Synthetic Fertilizers","1962","1962","3050","FAO TIER 1","kilotonnes","70.732","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7230","Emissions (N2O)","5061","Synthetic Fertilizers","1963","1963","3050","FAO TIER 1","kilotonnes","79.5793","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7230","Emissions (N2O)","5061","Synthetic Fertilizers","1964","1964","3050","FAO TIER 1","kilotonnes","85.8361","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7230","Emissions (N2O)","5061","Synthetic Fertilizers","1965","1965","3050","FAO TIER 1","kilotonnes","96.3216","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7230","Emissions (N2O)","5061","Synthetic Fertilizers","1966","1966","3050","FAO TIER 1","kilotonnes","109.478","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7230","Emissions (N2O)","5061","Synthetic Fertilizers","1967","1967","3050","FAO TIER 1","kilotonnes","123.471","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7230","Emissions (N2O)","5061","Synthetic Fertilizers","1968","1968","3050","FAO TIER 1","kilotonnes","130.363","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7230","Emissions (N2O)","5061","Synthetic Fertilizers","1969","1969","3050","FAO TIER 1","kilotonnes","137.7682","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7230","Emissions (N2O)","5061","Synthetic Fertilizers","1970","1970","3050","FAO TIER 1","kilotonnes","149.4311","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7230","Emissions (N2O)","5061","Synthetic Fertilizers","1971","1971","3050","FAO TIER 1","kilotonnes","152.2276","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7230","Emissions (N2O)","5061","Synthetic Fertilizers","1972","1972","3050","FAO TIER 1","kilotonnes","154.9863","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7230","Emissions (N2O)","5061","Synthetic Fertilizers","1973","1973","3050","FAO TIER 1","kilotonnes","167.5972","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7230","Emissions (N2O)","5061","Synthetic Fertilizers","1974","1974","3050","FAO TIER 1","kilotonnes","165.9294","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7230","Emissions (N2O)","5061","Synthetic Fertilizers","1975","1975","3050","FAO TIER 1","kilotonnes","185.3781","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7230","Emissions (N2O)","5061","Synthetic Fertilizers","1976","1976","3050","FAO TIER 1","kilotonnes","199.6497","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7230","Emissions (N2O)","5061","Synthetic Fertilizers","1977","1977","3050","FAO TIER 1","kilotonnes","192.3517","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7230","Emissions (N2O)","5061","Synthetic Fertilizers","1978","1978","3050","FAO TIER 1","kilotonnes","197.6528","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7230","Emissions (N2O)","5061","Synthetic Fertilizers","1979","1979","3050","FAO TIER 1","kilotonnes","211.1485","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7230","Emissions (N2O)","5061","Synthetic Fertilizers","1980","1980","3050","FAO TIER 1","kilotonnes","222.0063","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7230","Emissions (N2O)","5061","Synthetic Fertilizers","1981","1981","3050","FAO TIER 1","kilotonnes","213.3345","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7230","Emissions (N2O)","5061","Synthetic Fertilizers","1982","1982","3050","FAO TIER 1","kilotonnes","183.9754","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7230","Emissions (N2O)","5061","Synthetic Fertilizers","1983","1983","3050","FAO TIER 1","kilotonnes","197.2715","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7230","Emissions (N2O)","5061","Synthetic Fertilizers","1984","1984","3050","FAO TIER 1","kilotonnes","214.5887","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7230","Emissions (N2O)","5061","Synthetic Fertilizers","1985","1985","3050","FAO TIER 1","kilotonnes","203.5658","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7230","Emissions (N2O)","5061","Synthetic Fertilizers","1986","1986","3050","FAO TIER 1","kilotonnes","194.1876","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7230","Emissions (N2O)","5061","Synthetic Fertilizers","1987","1987","3050","FAO TIER 1","kilotonnes","196.6713","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7230","Emissions (N2O)","5061","Synthetic Fertilizers","1988","1988","3050","FAO TIER 1","kilotonnes","199.5795","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7230","Emissions (N2O)","5061","Synthetic Fertilizers","1989","1989","3050","FAO TIER 1","kilotonnes","206.2022","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7230","Emissions (N2O)","5061","Synthetic Fertilizers","1990","1990","3050","FAO TIER 1","kilotonnes","211.8845","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7230","Emissions (N2O)","5061","Synthetic Fertilizers","1991","1991","3050","FAO TIER 1","kilotonnes","215.2177","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7230","Emissions (N2O)","5061","Synthetic Fertilizers","1992","1992","3050","FAO TIER 1","kilotonnes","215.5298","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7230","Emissions (N2O)","5061","Synthetic Fertilizers","1993","1993","3050","FAO TIER 1","kilotonnes","231.0172","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7230","Emissions (N2O)","5061","Synthetic Fertilizers","1994","1994","3050","FAO TIER 1","kilotonnes","227.1132","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7230","Emissions (N2O)","5061","Synthetic Fertilizers","1995","1995","3050","FAO TIER 1","kilotonnes","228.7539","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7230","Emissions (N2O)","5061","Synthetic Fertilizers","1996","1996","3050","FAO TIER 1","kilotonnes","233.0162","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7230","Emissions (N2O)","5061","Synthetic Fertilizers","1997","1997","3050","FAO TIER 1","kilotonnes","232.8199","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7230","Emissions (N2O)","5061","Synthetic Fertilizers","1998","1998","3050","FAO TIER 1","kilotonnes","234.3366","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7230","Emissions (N2O)","5061","Synthetic Fertilizers","1999","1999","3050","FAO TIER 1","kilotonnes","233.7103","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7230","Emissions (N2O)","5061","Synthetic Fertilizers","2000","2000","3050","FAO TIER 1","kilotonnes","222.8609","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7230","Emissions (N2O)","5061","Synthetic Fertilizers","2001","2001","3050","FAO TIER 1","kilotonnes","223.8862","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7230","Emissions (N2O)","5061","Synthetic Fertilizers","2002","2002","3050","FAO TIER 1","kilotonnes","227.8925","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7230","Emissions (N2O)","5061","Synthetic Fertilizers","2003","2003","3050","FAO TIER 1","kilotonnes","240.2505","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7230","Emissions (N2O)","5061","Synthetic Fertilizers","2004","2004","3050","FAO TIER 1","kilotonnes","237.3342","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7230","Emissions (N2O)","5061","Synthetic Fertilizers","2005","2005","3050","FAO TIER 1","kilotonnes","229.3208","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7230","Emissions (N2O)","5061","Synthetic Fertilizers","2006","2006","3050","FAO TIER 1","kilotonnes","242.0579","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7230","Emissions (N2O)","5061","Synthetic Fertilizers","2007","2007","3050","FAO TIER 1","kilotonnes","241.2177","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7230","Emissions (N2O)","5061","Synthetic Fertilizers","2008","2008","3050","FAO TIER 1","kilotonnes","230.7908","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7230","Emissions (N2O)","5061","Synthetic Fertilizers","2009","2009","3050","FAO TIER 1","kilotonnes","221.2301","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7230","Emissions (N2O)","5061","Synthetic Fertilizers","2010","2010","3050","FAO TIER 1","kilotonnes","230.2165","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7230","Emissions (N2O)","5061","Synthetic Fertilizers","2011","2011","3050","FAO TIER 1","kilotonnes","250.8142","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7230","Emissions (N2O)","5061","Synthetic Fertilizers","2012","2012","3050","FAO TIER 1","kilotonnes","254.3773","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7230","Emissions (N2O)","5061","Synthetic Fertilizers","2013","2013","3050","FAO TIER 1","kilotonnes","253.7531","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7230","Emissions (N2O)","5061","Synthetic Fertilizers","2014","2014","3050","FAO TIER 1","kilotonnes","249.3505","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7230","Emissions (N2O)","5061","Synthetic Fertilizers","2015","2015","3050","FAO TIER 1","kilotonnes","245.0102","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7230","Emissions (N2O)","5061","Synthetic Fertilizers","2016","2016","3050","FAO TIER 1","kilotonnes","243.7308","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7230","Emissions (N2O)","5061","Synthetic Fertilizers","2017","2017","3050","FAO TIER 1","kilotonnes","245.1199","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7230","Emissions (N2O)","5061","Synthetic Fertilizers","2018","2018","3050","FAO TIER 1","kilotonnes","242.4543","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7230","Emissions (N2O)","5061","Synthetic Fertilizers","2019","2019","3050","FAO TIER 1","kilotonnes","243.7683","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7230","Emissions (N2O)","5062","Manure applied to Soils","1961","1961","3050","FAO TIER 1","kilotonnes","46.7456","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7230","Emissions (N2O)","5062","Manure applied to Soils","1962","1962","3050","FAO TIER 1","kilotonnes","46.8126","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7230","Emissions (N2O)","5062","Manure applied to Soils","1963","1963","3050","FAO TIER 1","kilotonnes","46.7394","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7230","Emissions (N2O)","5062","Manure applied to Soils","1964","1964","3050","FAO TIER 1","kilotonnes","46.745","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7230","Emissions (N2O)","5062","Manure applied to Soils","1965","1965","3050","FAO TIER 1","kilotonnes","46.0725","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7230","Emissions (N2O)","5062","Manure applied to Soils","1966","1966","3050","FAO TIER 1","kilotonnes","45.1348","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7230","Emissions (N2O)","5062","Manure applied to Soils","1967","1967","3050","FAO TIER 1","kilotonnes","45.7374","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7230","Emissions (N2O)","5062","Manure applied to Soils","1968","1968","3050","FAO TIER 1","kilotonnes","44.5876","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7230","Emissions (N2O)","5062","Manure applied to Soils","1969","1969","3050","FAO TIER 1","kilotonnes","44.4747","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7230","Emissions (N2O)","5062","Manure applied to Soils","1970","1970","3050","FAO TIER 1","kilotonnes","44.5036","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7230","Emissions (N2O)","5062","Manure applied to Soils","1971","1971","3050","FAO TIER 1","kilotonnes","45.7575","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7230","Emissions (N2O)","5062","Manure applied to Soils","1972","1972","3050","FAO TIER 1","kilotonnes","45.8704","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7230","Emissions (N2O)","5062","Manure applied to Soils","1973","1973","3050","FAO TIER 1","kilotonnes","45.4924","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7230","Emissions (N2O)","5062","Manure applied to Soils","1974","1974","3050","FAO TIER 1","kilotonnes","46.0966","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7230","Emissions (N2O)","5062","Manure applied to Soils","1975","1975","3050","FAO TIER 1","kilotonnes","45.3561","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7230","Emissions (N2O)","5062","Manure applied to Soils","1976","1976","3050","FAO TIER 1","kilotonnes","45.1619","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7230","Emissions (N2O)","5062","Manure applied to Soils","1977","1977","3050","FAO TIER 1","kilotonnes","45.122","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7230","Emissions (N2O)","5062","Manure applied to Soils","1978","1978","3050","FAO TIER 1","kilotonnes","44.911","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7230","Emissions (N2O)","5062","Manure applied to Soils","1979","1979","3050","FAO TIER 1","kilotonnes","45.7729","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7230","Emissions (N2O)","5062","Manure applied to Soils","1980","1980","3050","FAO TIER 1","kilotonnes","46.8608","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7230","Emissions (N2O)","5062","Manure applied to Soils","1981","1981","3050","FAO TIER 1","kilotonnes","47.4599","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7230","Emissions (N2O)","5062","Manure applied to Soils","1982","1982","3050","FAO TIER 1","kilotonnes","46.8848","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7230","Emissions (N2O)","5062","Manure applied to Soils","1983","1983","3050","FAO TIER 1","kilotonnes","46.5736","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7230","Emissions (N2O)","5062","Manure applied to Soils","1984","1984","3050","FAO TIER 1","kilotonnes","46.5309","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7230","Emissions (N2O)","5062","Manure applied to Soils","1985","1985","3050","FAO TIER 1","kilotonnes","46.8039","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7230","Emissions (N2O)","5062","Manure applied to Soils","1986","1986","3050","FAO TIER 1","kilotonnes","47.0305","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7230","Emissions (N2O)","5062","Manure applied to Soils","1987","1987","3050","FAO TIER 1","kilotonnes","47.9054","Fc","Calculated data",""
